"QueueId","RepoName","RepoPath","RepoPriorityBand","RepoPriorityScore","BatchType","BatchOrder","BatchChunkIndex","EstimatedComplexity","RecommendedCooldownSeconds","QueueScore","PromptFlavor","FileCount","Files","Goals","Warnings","PacketPath"
"SystemDashboard.reference.001","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","reference","3","1","high","300","116","reference-doc-normalization","5","CURRENT_CONFIGURATION.md; docs\_Archive\REFERENCE.md; docs\API-REFERENCE.md; docs\DATABASE-SCHEMA.md; docs\ROADMAP-QUICK-REFERENCE.md","Normalize structure and terminology across reference docs | Improve scanability with disciplined headings and tables where useful | Reduce ambiguity while preserving technical precision | Keep formatting consistent and easy to navigate","Batch contains many files; keep changes bounded and reviewable | docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.reference.001.md"
"UnifiedAIToolbox.core.007","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","core","1","7","high","300","114","core-doc-modernization","5","packages\prompt-registry\README.md; project files\branding\README.md; prompts\README.md; README.md; scripts\README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.core.007.md"
"UnifiedAIToolbox.operational.001","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","operational","2","1","high","300","114","operational-doc-clarification","5","apps\orchestration-bridge\MERGE_COORDINATOR_RUNBOOK.md; apps\orchestration-bridge\TASK_EXECUTOR_RUNBOOK.md; docs\archive\ux\01-local-runbook.md; docs\archive\workflows_UPDATED.md; docs\archive\workflows.md","Make procedures easier to follow and verify | Clarify troubleshooting steps, warnings, and prerequisites | Reduce ambiguity in operational flows and runbooks | Improve scanability for maintenance and support use","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.operational.001.md"
"AIToolbox.reference.001","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","reference","3","1","medium","180","113","reference-doc-normalization","3","docs\adr\0001-use-fastapi.md; docs\api-reference.md; docs\PromptAsCode\PROMPT_CHAIN_QUICK_REFERENCE.md","Normalize structure and terminology across reference docs | Improve scanability with disciplined headings and tables where useful | Reduce ambiguity while preserving technical precision | Keep formatting consistent and easy to navigate","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.reference.001.md"
"UnifiedAIToolbox.core.008","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","core","1","8","high","300","112","core-doc-modernization","5","scripts\swarms\CONTRIBUTING.md; scripts\swarms\docs\index.md; scripts\swarms\docs\quickstart.md; scripts\swarms\examples\README.md; scripts\swarms\README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.core.008.md"
"ElasticSearch-1.core.001","ElasticSearch-1","G:\Development\20_Staging\ElasticSearch-1","High","65","core","1","1","high","300","111","core-doc-modernization","5","agents\genesys_troubleshooter\README.md; agents\platform_monitor\README.md; agents\snow_incident_formatter\README.md; docs\02_agent_setup.md; kibana\README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\ElasticSearch-1.core.001.md"
"UnifiedAIToolbox.core.009","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","core","1","9","medium","180","107","core-doc-modernization","3","scripts\swarms\tests\README.md; templates\ci-cd-blueprint\README.md; Unified-AI-Toolbox-Architecture.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.core.009.md"
"UnifiedAIToolbox.operational.002","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","operational","2","2","low","90","106","operational-doc-clarification","2","docs\archive\workflows\WORKFLOW_GUIDE.md; WORKFLOW_AUDIT_SUMMARY.md","Make procedures easier to follow and verify | Clarify troubleshooting steps, warnings, and prerequisites | Reduce ambiguity in operational flows and runbooks | Improve scanability for maintenance and support use","Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.operational.002.md"
"UnifiedAIToolbox.reference.001","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","reference","3","1","high","300","106","reference-doc-normalization","5","docs\archive\cli\QUICK_REFERENCE.md; docs\archive\cli\UNIFIED_CLI.md; docs\archive\cli\wsl-env-passthrough.md; docs\archive\engine-status-schema.md; docs\archive\help\api-reference.md","Normalize structure and terminology across reference docs | Improve scanability with disciplined headings and tables where useful | Reduce ambiguity while preserving technical precision | Keep formatting consistent and easy to navigate","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.reference.001.md"
"AIToolbox.general.001","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","1","medium","180","105","general-doc-improvement","4","AGENTS.md; docs\adr\0002-use-nextjs.md; docs\adr\0003-sqlite-for-storage.md; docs\adr\0004-yaml-for-prompts.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.001.md"
"SystemDashboard.general.001","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","1","medium","180","105","general-doc-improvement","4",".github\agents\my-agent.agent.md; ASSESSMENT-README.md; CURRENT-PHASE-SUMMARY.md; DEPLOYMENT.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.001.md"
"UnifiedAIToolbox.reference.002","UnifiedAIToolbox","G:\Development\20_Staging\UnifiedAIToolbox","High","80","reference","3","2","high","300","104","reference-doc-normalization","5","docs\archive\mcp\MCP_GOVERNANCE_API.md; docs\archive\phase3\API_V2_SPEC.md; docs\archive\PROMPT_CHAIN_QUICK_REFERENCE.md; docs\archive\ux\03-telemetry-schema.md; docs\run-events.schema.md","Normalize structure and terminology across reference docs | Improve scanability with disciplined headings and tables where useful | Reduce ambiguity while preserving technical precision | Keep formatting consistent and easy to navigate","Batch contains many files; keep changes bounded and reviewable | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\UnifiedAIToolbox.reference.002.md"
"ElasticSearch-1.core.002","ElasticSearch-1","G:\Development\20_Staging\ElasticSearch-1","High","65","core","1","2","low","90","103","core-doc-modernization","2","README.md; scripts\archive\README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\ElasticSearch-1.core.002.md"
"AIToolbox.general.002","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","2","medium","180","103","general-doc-improvement","4","docs\advanced\hardening-pipeline.md; docs\advanced\parallel-teams.md; docs\advanced\requirement-wizard.md; docs\agents.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.002.md"
"SystemDashboard.general.002","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","2","medium","180","103","general-doc-improvement","4","docs\ADVANCED-FEATURES.md; docs\AI_FEEDBACK_FEATURE.md; docs\ANALYTICS-DEPLOYMENT-REVIEW.md; docs\archive\legacy\ADVANCED-FEATURES.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.002.md"
"FowlingScorecard.core.001","FowlingScorecard","G:\Development\20_Staging\FowlingScorecard","High","55","core","1","1","high","300","101","core-doc-modernization","5","docs\README.md; examples\league-setup-example.md; prototype-v1\README.md; QUICKSTART.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","Batch contains many files; keep changes bounded and reviewable | docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\FowlingScorecard.core.001.md"
"AIToolbox.general.003","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","3","medium","180","101","general-doc-improvement","4","docs\backend.md; docs\deployment.md; docs\development.md; docs\development\backend-guide.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.003.md"
"SystemDashboard.general.003","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","3","medium","180","101","general-doc-improvement","4","docs\archive\legacy\ARCHIVE.md; docs\archive\legacy\ASSESSMENT-README.md; docs\archive\legacy\CLEANUP-COMPLETE.md; docs\archive\legacy\CLEANUP-PLAN.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.003.md"
"AIToolbox.archival.001","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","archival","5","1","medium","180","101","archival-doc-tidy-pass","4","CHANGELOG.md; docs\qa\code-review-roadmap-2026-02-18.md; docs\qa\post-release-monitoring.md; RELEASE_NOTES_v2.0.0.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.archival.001.md"
"SystemDashboard.archival.001","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","archival","5","1","medium","180","101","archival-doc-tidy-pass","4","CHANGELOG.md; docs\_Archive\ROADMAP.md; docs\archive\legacy\CHANGELOG.md; docs\archive\legacy\ROADMAP.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","Archival batch is relatively large; avoid over-investing in polish | docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.archival.001.md"
"AIToolbox.general.004","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","4","medium","180","99","general-doc-improvement","4","docs\development\debugging-guide.md; docs\development\frontend-guide.md; docs\development\performance-guide.md; docs\development\testing-guide.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.004.md"
"SystemDashboard.general.004","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","4","medium","180","99","general-doc-improvement","4","docs\archive\legacy\CONSOLIDATION_STATUS.md; docs\archive\legacy\CURRENT-PHASE-SUMMARY.md; docs\archive\legacy\DATA-SOURCES.md; docs\archive\legacy\PHASE-COMPLETION-VALIDATION.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.004.md"
"SystemDashboard.archival.002","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","archival","5","2","medium","180","99","archival-doc-tidy-pass","3","docs\CHANGELOG.md; docs\ROADMAP-SUMMARY.md; ROADMAP.md","Clarify status and intent of planning or historical docs | Trim noise and improve readability without over-investing | Flag stale or speculative content for review | Preserve useful historical context while reducing clutter","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.archival.002.md"
"AIToolbox.general.005","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","5","medium","180","97","general-doc-improvement","4","docs\frontend.md; docs\incident-response.md; docs\integrations.md; docs\orchestration.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.005.md"
"SystemDashboard.general.005","SystemDashboard","G:\Development\20_Staging\SystemDashboard","High","90","general","4","5","medium","180","97","general-doc-improvement","4","docs\archive\legacy\PHASE-STATUS-AT-A-GLANCE.md; docs\archive\legacy\PHASE4-FINAL-SUMMARY.md; docs\archive\legacy\PHASE5-COMPLETION-SUMMARY.md; docs\archive\legacy\PRODUCTION-GUIDE.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo | Multiple setup-oriented docs may indicate overlap or duplication","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\SystemDashboard.general.005.md"
"GenesysCloudAuditor.core.001","GenesysCloudAuditor","G:\Development\20_Staging\GenesysCloudAuditor","High","55","core","1","1","low","90","95","core-doc-modernization","2","docs\setup_required_scopes_configuration_running_audits_interpreting_report_e7b551af.md; README.md","Improve first-use readability and onboarding clarity | Tighten headings, structure, and opening summaries | Clarify architecture, setup, and contributor guidance | Strengthen cross-linking among high-value docs","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\GenesysCloudAuditor.core.001.md"
"AIToolbox.general.006","AIToolbox","G:\Development\20_Staging\AIToolbox","High","90","general","4","6","medium","180","95","general-doc-improvement","4","docs\PromptAsCode\Phase 2 Cleanup Pass.md; docs\PromptAsCode\POST_PROMPTCHAIN1_NEXTSTEPS.md; docs\PromptAsCode\PROMPT_CHAIN_EXAMPLES.md; docs\PromptAsCode\PROMPT_CHAIN_FLOW.md","Improve structure and readability | Reduce repetition and vague wording | Standardize formatting and headings | Make content more deliberate and maintainable","docs folder exists without docs/index.md | Many markdown files fall into general or unclear categories | Multiple README.md files detected across the repo","G:\Development\GitHubRepoManagement\evidence\baseline\20260307_213547\docreview\queue\copilot-packets\AIToolbox.general.006.md"
